age,female,hisp,education,earnings,hours,week,union,uncov,region,race,marital
37,0,0,16,12,40,52,0,0,1,1,1
47,1,0,12,3,40,52,0,0,1,1,1
48,0,0,12,4,40,52,0,0,1,1,1
49,0,0,11,2.2,40,52,0,0,1,1,5
44,0,0,12,1.8,40,52,0,0,1,1,1
39,1,0,18,4.65,40,52,0,0,1,1,1
41,0,0,18,38.9599,40,52,0,0,1,1,1
49,0,0,12,5,40,52,0,0,1,1,1
36,0,0,10,1.5,40,52,0,0,1,1,1
28,0,0,12,2.87,40,52,0,0,1,1,7
28,0,0,20,4.6205,50,52,0,0,1,4,1
30,0,0,13,3.5,40,52,0,0,1,1,5
54,1,0,16,10,60,52,0,0,1,1,1
44,0,0,16,11.6,40,52,0,0,1,1,1
26,0,0,16,4.6,40,52,0,0,1,1,7
25,0,0,13,3.5,68,52,0,0,1,7,7
25,1,0,16,3.54,40,52,0,0,1,1,1
27,0,0,12,1.5,60,52,0,0,1,1,7
25,0,0,12,1.1,45,52,0,0,1,1,7
25,0,0,12,1.7,55,52,0,0,1,1,7
39,1,0,14,2.3,41,52,0,0,1,1,5
39,0,0,14,4,40,52,0,0,1,1,7
55,0,1,12,11,50,52,0,0,1,1,1
45,1,0,16,12,40,52,0,0,1,1,1
52,0,0,18,7.8,40,52,0,0,1,1,1
55,1,0,12,4.5,40,52,0,0,1,1,1
27,0,0,13,3,40,52,0,0,1,1,1
26,1,0,13,3,40,52,0,0,1,1,1
50,0,0,12,4.1122,38,52,0,0,1,1,6
39,0,0,20,18,65,52,0,0,1,1,1
47,0,0,16,6.7,40,52,0,0,1,1,1
46,1,0,18,4,40,52,0,0,1,1,1
48,0,0,16,5.8,50,52,0,0,1,1,5
44,1,0,13,4.3,40,52,0,0,1,1,1
57,0,0,13,5.75,40,52,0,0,1,1,1
36,0,0,16,1.95,40,52,0,0,1,1,7
47,0,0,14,8.9,55,52,0,0,1,1,1
59,1,0,13,1.25,40,52,0,0,1,1,5
61,1,0,18,13.4069,50,52,0,0,1,1,7
61,1,0,18,3.8,40,48,0,0,1,1,1
35,0,0,12,3,40,52,0,0,1,1,1
34,1,0,14,3.45,40,52,0,0,1,1,1
37,1,0,16,8.9069,45,50,0,0,1,1,5
44,0,0,12,3.75,77,52,0,0,1,1,1
42,1,0,12,2.5762,36,52,0,0,1,1,1
29,0,0,12,2.944,40,52,0,0,1,1,1
25,1,0,16,4.9,36,52,0,0,1,1,1
40,1,0,12,6,43,52,0,0,1,1,5
58,1,0,9,2.2,40,52,0,0,1,1,1
50,0,0,16,8,45,52,0,0,1,1,1
41,1,0,13,6.35,40,52,1,0,1,1,1
42,0,0,14,6.2,55,52,0,0,1,1,1
25,0,0,11,1,40,52,0,0,1,1,7
40,1,0,12,3.2,40,52,0,0,1,1,1
50,0,0,12,4.8,55,52,0,0,1,1,1
59,0,0,14,38.9599,60,52,0,0,1,1,1
69,0,0,18,5,40,52,0,0,1,1,1
60,1,0,12,3.6,40,52,0,0,1,2,1
26,1,0,13,2.7,40,52,0,0,1,2,7
43,1,0,13,2.7,40,52,0,0,1,1,1
44,0,0,12,4.5,40,52,0,0,1,6,1
56,0,0,12,7.4,55,52,0,0,1,1,1
52,1,0,12,3.8,40,52,0,0,1,1,1
50,1,0,12,5,48,52,0,0,1,2,1
50,0,0,12,5.4,53,52,0,0,1,1,1
51,1,0,12,4,38,52,0,0,1,1,1
24,0,0,16,3.9,45,52,0,0,1,1,7
25,0,0,13,2.85,40,52,0,0,1,1,7
60,1,0,18,5.4,50,52,0,0,1,1,4
36,0,0,14,5.4,50,52,0,0,1,1,1
50,0,0,12,3.5,40,52,0,0,1,1,1
66,0,0,12,1.8,40,52,0,0,1,1,1
26,1,0,13,1.8,40,52,0,0,1,1,7
49,1,0,10,2,38,52,0,0,1,1,5
33,1,1,11,1.6,40,49,0,0,1,1,7
31,1,1,13,2.95,40,52,0,0,1,2,1
32,0,0,13,3.6,40,52,0,0,1,2,1
34,1,0,18,4,40,52,0,0,1,1,1
36,0,0,18,7,45,52,0,0,1,1,1
40,1,0,13,4.2,40,52,0,0,1,1,1
48,0,0,12,5,40,52,0,0,1,1,1
42,0,0,12,8.5,50,52,0,0,1,1,1
37,1,0,12,5,40,52,0,0,1,1,1
28,1,0,12,1.9,40,52,0,0,1,1,7
35,1,0,16,3.1,40,52,0,0,1,7,1
27,0,0,13,2.6,46,52,0,0,1,7,1
39,1,0,12,2.8,40,52,0,0,1,2,1
56,1,0,18,7.7,40,52,0,0,1,6,1
36,0,0,13,1.664,60,52,0,0,1,1,1
62,0,0,20,13.7563,50,52,0,0,1,1,1
25,1,0,10,3.2,44,52,0,0,1,1,1
27,0,0,13,3.7,50,52,0,0,1,2,1
38,0,0,16,9.5,48,52,0,0,1,1,1
36,1,0,14,3.6,40,52,0,0,1,1,1
49,0,1,13,3.5,40,52,0,0,1,1,5
39,0,0,13,9.1743,55,52,0,0,1,1,1
47,0,0,14,5,50,52,0,0,1,1,1
21,0,0,13,1.6,38,52,0,0,1,1,7
39,1,0,12,2.4,40,50,0,0,1,1,1
41,0,0,12,4.85,48,52,0,0,1,1,1
28,1,0,16,2.5,38,50,0,0,1,2,1
33,0,0,13,4.2,40,52,0,0,1,2,1
41,0,0,12,5.8,44,52,0,0,1,1,1
41,1,0,14,3.7,50,52,0,0,1,1,1
32,1,0,16,5.2,40,52,0,0,1,2,1
51,0,0,12,3,40,52,0,0,1,1,1
51,1,0,12,2,37,52,0,0,1,1,1
54,0,0,13,4.27,40,52,0,0,1,1,1
50,1,0,14,3.5,40,52,0,0,1,1,1
51,0,0,18,4.5,40,48,0,0,1,1,1
56,1,0,14,5.4,40,52,0,0,1,2,1
41,0,0,13,4.6,40,52,0,0,1,1,1
43,1,0,16,4.3,40,52,0,0,1,1,1
38,0,0,13,2.7135,70,52,0,0,1,1,5
28,1,0,12,2.5,40,52,0,0,1,1,1
57,1,0,18,6,40,52,0,0,1,1,5
40,0,0,13,3.7,40,52,1,0,1,1,5
59,1,0,14,7.9,45,52,0,0,1,1,1
38,0,0,10,2.5,50,52,0,0,1,1,1
29,0,0,18,5.3,40,52,0,0,1,1,1
34,1,0,16,2.4,40,52,0,0,1,1,1
47,0,0,12,3.2,40,52,0,0,1,1,5
37,1,0,14,2.4,40,52,0,0,1,1,5
28,1,0,12,3,45,52,0,0,1,1,1
35,1,0,13,2.85,40,52,0,0,1,1,5
37,0,0,12,3.9,50,52,0,0,1,1,1
51,1,0,16,2.7,40,50,0,0,1,1,6
49,1,0,16,5.9,40,52,0,0,1,1,5
49,0,0,12,6,52,52,0,0,1,1,1
42,1,0,13,2.7,40,52,0,0,1,1,1
29,0,0,16,1.2,40,52,0,0,1,1,1
24,1,0,12,1.1,40,52,0,0,1,1,7
46,0,0,14,5,40,52,0,0,1,1,5
25,0,0,13,1.8,44,52,0,0,1,1,7
42,1,0,12,2.6,38,52,0,0,1,1,1
53,0,0,14,4,40,52,0,0,1,1,1
52,0,0,16,1,50,52,0,0,1,1,1
49,0,0,18,5.9,38,52,0,0,1,1,1
63,1,0,12,3.2083,40,48,0,0,1,1,1
33,1,0,18,5.3,40,52,0,0,1,1,1
58,0,0,13,7,40,52,0,0,1,1,1
54,1,0,12,2.7,40,52,0,0,1,1,1
51,0,0,12,6,40,52,0,0,1,1,1
60,0,0,16,8,45,52,0,0,1,1,1
44,0,0,16,9,40,52,0,0,1,1,1
56,0,0,12,1.95,40,52,0,0,1,1,7
54,0,0,12,4.3,45,52,0,0,1,1,1
22,1,0,14,4.8,40,52,0,0,1,1,7
32,0,0,12,3,40,52,0,0,1,1,7
37,1,0,12,2.7,40,52,0,0,1,1,7
60,1,0,14,5.1178,45,52,0,0,1,1,1
59,0,0,13,3.9653,40,52,0,0,1,1,1
55,1,0,13,4.1496,38,52,0,0,1,1,1
25,0,0,11,2.2,40,52,0,0,1,1,7
26,1,0,13,3,40,52,0,0,1,1,1
31,1,0,18,3.7,40,52,0,0,1,1,1
22,1,0,12,3.5,40,52,0,0,1,1,7
46,0,0,13,2,40,52,0,0,1,1,7
49,1,0,14,1.6,50,52,0,0,1,1,3
31,1,0,16,4.425,38,52,0,0,1,1,7
25,0,0,16,2.5,49,49,0,0,1,1,7
25,0,0,16,3.7,45,52,0,0,1,1,7
58,1,0,16,3.5,40,52,0,0,1,1,1
34,0,0,13,2.8,38,52,0,0,1,2,1
35,1,0,14,3.5,36,52,0,0,1,2,1
44,0,0,13,4.7,40,52,0,0,1,1,1
44,0,0,20,6.8,55,52,0,0,1,1,1
34,1,0,12,3.8,52,52,0,0,1,4,5
67,1,0,12,1.76,40,52,0,0,1,1,3
53,0,0,12,4.5,60,52,0,0,1,1,1
47,1,0,12,3,40,52,0,0,1,1,1
54,0,0,12,6.65,55,51,0,0,1,1,1
35,1,0,18,6,45,52,0,0,1,1,1
37,0,0,12,5,40,52,0,0,1,1,1
36,0,0,14,6.5,40,52,0,0,1,1,1
27,1,0,12,3.5,40,52,0,0,1,1,7
33,0,0,13,8,65,52,0,0,1,1,1
27,1,0,16,0.73,70,52,0,0,1,1,7
22,1,0,16,0.92,40,52,0,0,1,1,7
27,0,0,13,5,55,52,0,0,1,1,1
50,1,0,13,2.2,40,52,0,0,1,1,1
28,0,0,14,8.2,50,52,0,0,1,1,1
36,1,0,16,4.5,40,52,0,0,1,1,1
38,0,0,14,4.7,45,52,0,0,1,1,1
35,0,0,14,3.8,45,52,0,0,1,1,1
30,0,0,16,5.7,48,52,0,0,1,1,7
32,0,0,13,5.5,48,52,0,0,1,1,7
39,0,0,13,2.3,40,52,0,0,1,1,1
47,0,0,12,3,40,52,0,0,1,1,1
27,0,0,13,3.4,40,52,0,0,1,15,1
38,0,0,13,3.76,47,52,0,0,1,1,5
24,1,0,14,2,38,52,0,0,1,1,7
39,1,0,13,4,40,52,0,0,1,1,6
33,0,0,16,7,50,52,0,0,1,1,1
33,1,0,16,2,65,52,0,0,1,1,1
54,1,0,13,4.2,40,52,0,0,1,1,1
60,0,0,11,56.1087,80,52,0,0,1,2,1
61,0,0,9,5,40,52,0,0,1,7,1
46,1,0,14,4.75,40,52,0,0,1,1,1
40,0,0,12,3.6,45,51,0,0,1,1,7
62,0,0,16,8,45,52,0,0,1,1,1
62,1,0,18,8.1,40,52,0,0,1,1,1
25,0,0,11,2.2,48,52,0,0,1,1,1
25,1,0,12,2.1,38,52,0,0,1,1,1
31,1,0,16,7.3,40,52,0,0,1,1,1
36,0,0,12,6.5,40,52,0,0,1,1,1
52,1,0,12,13,40,52,0,0,1,1,1
26,1,0,14,2.5,40,52,0,0,1,1,6
37,1,0,12,2.5,38,52,0,0,1,1,7
25,0,1,12,3.6,40,52,0,0,1,1,5
36,0,0,20,9.9,50,52,0,0,1,1,1
53,1,0,13,6.8,40,52,0,0,1,1,1
50,0,0,13,8.2,48,51,0,0,1,1,1
36,1,0,12,7.5,40,52,0,0,1,1,1
36,0,0,12,9,40,52,0,0,1,1,1
33,0,0,18,3,60,52,0,0,1,1,1
36,0,0,12,0.4,40,52,0,0,1,1,5
61,1,0,8,3,40,52,0,0,1,1,5
31,1,1,16,3.98,38,49,0,0,1,1,1
41,0,0,13,8.3847,40,52,0,0,1,1,1
58,0,0,16,12,40,52,0,0,1,1,1
56,1,1,12,4.8,43,52,0,0,1,1,1
44,1,0,13,3.8,37,51,0,0,1,1,5
49,1,1,10,3.2,40,52,0,0,1,1,5
22,0,1,13,1.3,40,52,0,0,1,1,7
51,1,1,8,2,40,52,1,0,1,1,7
34,0,0,18,9.2,40,52,0,0,1,1,1
40,0,0,12,3.7,40,52,0,0,1,4,1
26,0,0,13,3.5,40,52,0,0,1,4,1
63,1,0,8,2.5,40,52,0,0,1,4,5
65,0,0,8,2,40,52,0,0,1,4,7
58,1,0,13,2.5234,40,52,0,0,1,1,1
45,0,0,16,6.5,40,52,0,0,1,1,1
57,1,0,13,3,40,52,0,0,1,1,5
45,0,0,16,5,40,52,0,0,1,1,1
27,1,0,18,5.2,40,52,0,0,1,1,1
48,1,0,14,3.5,52,52,0,0,1,1,1
31,0,0,12,2.5,40,52,0,0,1,1,5
32,1,0,14,1.5,40,52,0,0,1,1,7
51,1,1,12,1.7,40,52,0,0,1,1,5
51,0,0,13,4.8,40,52,1,0,1,4,1
38,1,0,16,4.9,40,52,0,0,1,1,1
39,0,0,16,17.5,40,52,0,0,1,1,1
40,0,0,16,20,50,52,0,0,1,1,1
45,1,0,14,8.8,50,52,0,0,1,1,1
53,0,1,11,4,60,52,0,0,1,2,1
50,1,1,9,2,40,52,0,0,1,2,1
46,0,0,14,6,45,52,0,0,1,1,1
41,0,0,11,3,40,52,0,0,1,4,1
34,1,0,10,3,40,52,0,0,1,4,1
35,0,0,12,3,40,52,0,0,1,4,7
49,0,0,12,0.5,40,52,0,0,1,4,1
46,1,0,12,2,40,52,0,0,1,4,1
43,1,1,20,2.4,40,52,0,0,1,1,6
36,0,1,11,1.3,40,52,0,0,1,1,4
47,0,0,12,10.2,50,52,0,0,1,1,1
43,0,0,13,7,40,52,0,0,1,1,1
45,0,0,13,3.6,40,52,0,0,1,1,5
47,1,0,12,3.6,40,52,0,0,1,1,5
49,0,0,13,4.5,40,52,0,0,1,2,7
41,0,0,12,8.2,40,52,0,0,1,1,1
50,0,0,14,3.5,40,52,0,0,1,4,7
37,0,1,16,5.5,40,52,0,0,1,1,5
32,1,1,12,4.5,40,52,0,0,1,1,7
59,0,0,16,2.5,40,52,0,0,1,4,1
57,1,0,11,2.5,40,52,0,0,1,4,1
46,0,0,16,6.5,50,52,0,0,1,1,1
45,1,0,16,10,50,52,0,0,1,1,1
37,0,0,16,12,40,52,0,0,1,4,1
31,1,0,16,3,40,52,0,0,1,4,1
30,1,0,18,7.8,40,52,0,0,1,4,1
32,0,0,18,8.2,40,52,0,0,1,4,1
51,0,0,16,4.8,40,52,1,0,1,1,7
59,1,0,12,3,48,52,0,0,1,1,5
43,0,0,18,38.9599,40,52,0,0,1,1,1
54,0,0,13,38.9599,40,52,0,0,1,1,4
29,1,0,16,10.9069,40,50,0,0,1,1,7
34,1,0,20,5,52,52,1,0,1,1,1
36,0,0,18,5,40,52,1,0,1,1,1
55,0,0,14,10,40,52,1,0,1,1,5
26,0,0,16,6,40,52,0,0,1,1,7
65,0,1,12,10,60,52,0,0,1,1,1
24,1,1,13,3.6,40,52,0,0,1,1,7
22,1,1,13,3.6,40,52,0,0,1,1,7
55,1,0,20,3.9,40,52,0,0,1,1,1
68,0,0,16,5.9,40,52,0,0,1,1,1
41,1,0,18,7.5,48,52,0,0,1,1,7
66,0,0,12,3,40,52,0,0,1,1,1
66,1,0,12,7,40,52,0,0,1,1,1
55,1,0,16,8,60,52,0,0,1,1,5
51,0,0,11,11,37,52,0,0,1,1,1
56,1,0,13,11,45,52,0,0,1,1,1
57,0,0,12,6.5,46,52,0,0,1,1,1
52,0,0,16,3,40,52,0,0,1,4,1
51,1,0,16,4.5,40,52,0,0,1,1,1
43,0,0,12,6.3,40,52,0,0,1,1,5
45,1,0,13,6.4,36,52,0,0,1,1,1
30,0,0,14,4.6,40,52,0,0,1,1,1
53,1,0,20,5,56,52,0,0,1,1,7
35,1,0,16,8,50,52,0,0,1,1,1
37,0,0,16,13,40,52,0,0,1,1,1
77,1,0,20,8,45,52,0,0,1,4,1
42,0,0,16,14.5,45,48,0,0,1,1,1
43,1,1,13,7.5,50,52,0,0,1,1,1
54,0,0,20,17.5,48,52,0,0,1,1,1
56,1,0,12,2.5,36,52,0,0,1,1,1
39,1,0,13,4,40,52,0,0,1,1,5
62,1,0,13,4.5,36,52,0,0,1,1,5
35,0,0,13,10,40,52,0,0,1,1,1
30,1,0,18,7.5,40,52,0,0,1,1,1
24,0,1,12,2.7,40,52,0,0,1,1,1
43,1,0,12,1.6,36,52,0,0,1,1,1
44,0,0,12,2.2,40,52,0,0,1,1,1
45,0,1,12,2.5,40,52,0,0,1,1,5
57,0,1,12,2.05,40,52,0,0,1,1,5
30,0,1,12,1.9,40,52,0,0,1,1,1
33,1,1,12,2.1,40,52,0,0,1,1,1
30,0,1,12,5,50,52,0,0,1,1,1
28,1,1,12,2.5,40,52,0,0,1,1,1
49,1,0,18,3.5,40,52,0,0,1,4,5
80,1,0,16,7.5,45,52,0,0,1,1,4
58,0,0,16,4.5,40,52,0,0,1,1,1
56,1,0,18,3.5,40,52,0,0,1,1,1
27,0,0,16,3,40,52,0,0,1,1,7
52,0,0,20,15,50,52,0,0,1,1,1
17,1,0,11,4,40,52,0,0,1,1,7
58,0,0,16,8,84,52,0,0,1,1,1
27,1,0,16,5.1,40,52,0,0,1,1,7
45,1,0,16,4,40,52,0,0,1,1,5
71,0,0,9,5.4,40,52,0,0,1,1,1
51,0,0,13,8,50,52,0,0,1,6,5
31,0,0,18,4.8,40,52,0,0,1,4,1
22,0,0,13,3,40,52,0,0,1,1,7
40,1,0,14,3,36,52,0,0,1,1,1
38,0,0,12,4.5,40,52,0,0,1,1,1
24,1,0,14,4.3,40,52,0,0,1,1,7
30,0,0,12,6.5,40,52,0,0,1,1,7
53,1,0,12,4.8,38,52,0,0,1,1,7
49,0,0,12,6,40,52,0,0,1,1,7
29,0,0,16,5.5,40,52,0,0,1,4,1
26,1,0,16,4.9,40,52,0,0,1,8,1
48,0,1,13,5.1,40,52,0,0,1,1,1
47,0,1,8,3.8,40,52,1,0,1,1,1
38,0,1,13,1.9,60,52,0,0,1,1,1
30,1,1,8,1.5,38,52,0,0,1,1,1
34,0,0,13,6.5,52,52,0,0,1,1,1
27,1,0,13,3,40,52,0,0,1,1,1
25,0,0,20,7.5,40,52,0,0,1,4,7
27,0,0,18,4.2,40,52,0,0,1,1,1
26,0,0,12,1.6,54,52,0,0,1,1,7
69,0,0,16,4.5,40,52,0,0,1,1,1
65,1,0,16,4,40,52,0,0,1,1,1
65,1,1,12,3,40,52,0,0,1,1,5
43,1,1,12,2.5001,40,52,0,0,1,1,1
44,0,1,12,3,40,52,0,0,1,1,1
35,0,1,16,3.5,45,52,0,0,1,1,7
34,1,1,16,4.5,45,52,0,0,1,1,7
64,0,0,16,3,40,52,0,0,1,4,1
52,1,0,16,2.5,40,52,0,0,1,4,1
27,0,0,16,4,40,52,0,0,1,4,7
26,0,0,14,4.5,40,52,0,0,1,4,7
44,1,0,16,4.5,40,48,0,0,1,2,1
48,0,0,16,5,40,52,0,0,1,2,1
37,0,0,14,9,50,52,0,0,1,1,3
46,1,0,12,4,40,52,0,0,1,1,1
48,0,0,12,6,40,52,0,0,1,1,1
48,0,0,20,7.5,45,52,0,0,1,1,1
37,0,0,16,15,55,52,0,0,1,4,1
57,1,0,18,9.55,40,52,0,0,1,1,1
32,1,0,18,7,36,52,0,0,1,4,7
51,0,0,13,6.5,55,52,0,0,1,1,5
31,1,0,13,5.5,45,52,0,0,1,1,1
24,1,0,16,4,40,52,0,0,1,1,7
44,0,0,12,7.1,40,52,0,0,1,1,1
60,1,0,20,17.5,60,52,0,0,1,1,1
63,0,0,13,11,40,52,0,0,1,1,4
35,0,1,16,5.3,38,52,0,0,1,5,5
41,1,0,16,3.5,40,52,0,0,1,5,6
29,0,0,16,5,99,52,0,0,1,1,7
47,1,1,11,5.7,45,52,0,0,1,1,5
56,0,1,18,5.4,55,52,0,0,1,1,1
25,0,1,11,1.8,50,52,0,0,1,1,7
25,0,1,14,3.5,40,52,0,0,1,1,1
33,1,1,18,7.1,40,52,0,0,1,1,1
43,0,1,13,4.1,40,52,0,0,1,1,1
39,0,1,12,3.2,60,52,0,0,1,1,1
28,1,1,18,6,50,52,0,0,1,1,7
60,1,1,10,2.5,40,52,0,0,1,1,1
59,0,1,12,2.2,40,52,0,0,1,1,1
31,0,1,12,2.8,40,52,0,0,1,1,7
40,1,0,16,7.2,45,52,0,0,1,1,1
63,1,0,14,2.6,40,52,0,0,1,2,1
56,0,0,16,5,50,52,0,0,1,1,1
39,0,0,16,17.2946,60,50,0,0,1,1,1
35,0,0,16,10.4,45,52,0,0,1,1,1
57,0,0,18,9,40,52,0,0,1,4,1
52,1,0,18,5.5,40,52,0,0,1,4,1
55,0,0,18,9,60,52,0,0,1,2,1
54,1,0,12,8,70,52,0,0,1,6,1
45,0,0,16,5,40,52,0,0,1,4,1
34,1,0,16,8,40,52,0,0,1,4,1
34,1,0,18,7.5,40,52,0,0,1,1,1
35,0,0,12,5.2,40,52,0,0,1,1,1
53,1,0,16,10,40,52,0,0,1,5,1
52,0,0,16,1.8,40,52,0,0,1,5,1
43,1,0,16,5.1,40,52,0,0,1,1,1
44,0,0,12,5,40,52,0,0,1,1,1
47,1,0,13,7.4,40,52,0,0,1,1,7
44,1,0,13,4.4,38,52,0,0,1,1,1
45,0,0,13,8.5,48,52,0,0,1,1,1
32,0,0,18,8.5,40,52,0,0,1,4,1
27,1,0,16,7.5,40,52,0,0,1,4,1
48,0,0,12,5.5,40,52,0,0,1,1,1
47,0,0,16,8.0002,45,52,0,0,1,1,1
41,0,0,12,7,40,52,0,0,1,1,1
45,1,0,16,5.5,52,52,0,0,1,4,1
37,0,0,13,10,40,52,0,0,1,1,1
36,0,0,16,10.3576,45,52,0,0,1,1,1
46,0,0,16,12,40,52,0,0,1,1,1
39,1,0,12,2.8002,60,52,0,0,1,1,1
41,0,0,12,3.5,40,52,0,0,1,1,1
46,1,1,13,2.9002,40,52,0,0,1,1,1
43,0,1,13,5.9002,60,52,0,0,1,1,1
38,1,1,9,2,40,52,0,0,1,1,1
38,0,1,12,2,40,52,0,0,1,1,1
56,1,0,16,6.5,50,52,0,0,1,2,1
38,0,1,13,1.872,50,52,0,0,1,1,1
60,1,1,8,2.2,51,52,0,0,1,1,3
40,1,0,13,3,49,52,0,0,1,2,7
45,1,0,16,2.5,40,52,0,0,1,2,7
33,0,0,18,5,55,52,0,0,1,1,1
31,0,0,12,9,40,52,0,0,1,2,1
41,0,0,20,11.6,50,52,0,0,1,1,1
49,1,0,16,15,45,52,0,0,1,1,1
39,0,0,18,38.9599,40,52,0,0,1,1,1
40,1,0,10,2.2,40,48,0,0,1,2,7
29,1,0,12,1.56,40,52,0,0,1,1,1
49,1,1,16,5.82,52,52,1,0,1,1,5
40,1,0,16,12,45,52,0,0,1,1,1
43,0,0,16,12,50,52,0,0,1,1,1
53,0,1,13,4,40,52,0,0,1,1,7
44,1,0,13,40.772,55,52,0,0,1,1,1
44,1,0,16,9,45,52,0,0,1,1,1
46,0,0,12,5.9,40,52,0,0,1,1,1
61,1,0,12,11,40,52,0,0,1,1,5
53,0,1,12,8.6,45,52,0,0,1,2,5
39,0,0,13,4.6,40,52,0,0,1,2,7
48,1,0,12,3.8,40,52,0,0,1,2,7
47,1,0,16,5.052,45,52,0,0,1,1,1
35,0,0,18,5.2,40,52,0,0,1,1,1
65,0,0,18,5.7,42,52,0,0,1,4,1
44,0,0,12,5.5,40,52,0,0,1,1,1
37,1,0,16,5.5,60,52,0,0,1,1,1
47,1,0,18,10.5,55,52,0,0,1,1,1
42,0,0,18,8,50,52,0,0,1,1,1
51,0,0,16,10.2,45,52,0,0,1,1,1
61,0,0,12,12,40,52,0,0,1,1,1
44,0,1,14,13.5838,75,52,0,0,1,6,1
59,0,0,12,4.5,40,52,0,0,1,2,4
37,0,1,12,2.4,40,52,0,0,1,1,1
39,0,0,16,15,55,52,0,0,1,1,1
48,1,1,12,2.3,40,52,0,0,1,1,1
49,0,1,12,4.056,40,52,0,0,1,1,1
23,0,1,12,2.8,50,52,0,0,1,1,7
44,1,0,13,7.7,40,52,0,0,1,1,1
44,0,0,12,7.7,40,52,0,0,1,1,1
34,1,1,14,2.4002,40,52,0,0,1,2,1
31,1,1,12,4,40,52,0,0,1,1,7
20,0,1,12,6.3,60,52,0,0,1,1,1
47,1,1,18,5.7,60,52,0,0,1,1,1
49,0,0,20,38.9599,50,52,0,0,1,1,1
25,0,1,11,1.8,51,52,0,0,1,2,7
47,0,1,13,4,40,52,0,0,1,1,1
54,0,0,20,6.5,40,52,0,0,1,1,1
54,1,0,18,5.05,40,52,0,0,1,1,1
33,0,0,18,38.9599,50,52,0,0,1,1,1
53,0,0,8,3.8,45,50,0,0,1,1,3
32,1,0,12,3,40,52,0,0,1,1,7
37,0,0,16,10.6,50,52,0,0,1,1,1
52,1,0,16,7.2,45,52,0,0,1,2,7
39,0,1,14,6,50,52,0,0,1,1,1
47,1,0,18,3.5,37,52,0,0,1,2,1
48,1,0,12,2.9,45,52,0,0,1,1,1
41,0,0,13,3,40,52,0,0,1,1,1
27,0,1,13,1.5,40,52,0,0,1,1,7
25,0,1,12,0.36,40,52,0,0,1,1,7
64,0,0,13,6,40,52,0,0,1,1,1
56,1,1,12,6,52,52,0,0,1,1,1
44,1,1,13,2.11,40,52,0,0,1,1,7
62,0,1,10,2.496,40,52,0,0,1,1,1
25,1,0,13,2.08,40,52,0,0,1,1,7
36,0,0,18,13.5,40,52,0,0,1,1,7
29,1,1,12,1.8,40,52,0,0,1,1,1
28,0,1,12,0.6,40,52,0,0,1,1,1
24,1,1,13,0.65,40,52,0,0,1,1,7
26,0,1,14,4,50,52,0,0,1,1,7
22,1,0,13,2.2,40,52,0,0,1,1,7
80,1,1,20,11.9,55,52,0,0,1,1,1
41,0,1,11,5.5,45,52,0,0,1,1,1
35,1,1,12,3.5,40,52,0,0,1,1,1
29,0,0,12,2.5,37,52,0,0,1,2,1
33,1,1,12,2,37,52,0,0,1,2,1
62,1,0,16,4.5,40,52,0,0,1,2,6
36,0,1,13,2.86,40,52,0,0,1,1,7
63,1,1,16,10,40,52,0,0,1,1,7
52,0,0,16,6.1238,40,52,1,0,1,4,1
46,1,1,14,5,40,52,0,0,1,1,1
39,1,1,13,3,40,52,0,0,1,2,1
54,1,1,9,1,40,52,0,0,1,1,1
58,0,1,16,13,45,52,0,0,1,1,1
26,0,0,14,10,70,52,0,0,1,1,7
40,0,0,16,3,40,52,0,0,1,1,7
64,1,1,16,4,40,52,0,0,1,1,5
30,0,0,16,12.5,40,52,0,0,1,1,7
51,0,1,14,7.0002,40,51,0,0,1,2,7
56,0,1,12,2.6,40,52,0,0,1,1,7
55,1,1,12,3.6,50,52,0,0,1,1,6
44,1,1,12,3,40,52,0,0,1,1,7
38,0,1,12,4.4,40,52,0,0,1,1,1
49,0,1,14,15,40,52,0,0,1,2,1
40,0,0,13,6.3,55,52,0,0,1,1,1
62,0,0,12,7,40,52,0,0,1,2,6
59,1,0,11,3.5,40,52,0,0,1,2,7
61,0,0,12,3.5,40,52,0,0,1,4,1
32,1,0,16,5,40,52,0,0,1,4,7
27,0,0,20,5,40,52,0,0,1,4,7
25,1,0,20,5,40,52,0,0,1,4,7
32,0,0,13,5,40,52,0,0,1,4,7
31,0,0,13,4.5,40,52,0,0,1,4,7
60,0,0,8,2.9,40,52,0,0,1,4,1
32,1,0,16,4.5,40,52,0,0,1,2,7
39,0,0,18,5.5,37,52,0,0,1,2,1
31,1,0,20,7.5,40,52,0,0,1,4,7
50,1,1,12,5,40,52,0,0,1,1,3
34,1,0,13,6.5,40,52,0,0,1,1,1
42,0,0,18,4.77,40,52,0,0,1,1,1
34,0,0,18,9,40,52,0,0,1,4,1
45,1,0,16,5.25,45,52,0,0,1,1,1
47,0,0,16,6.5,55,52,0,0,1,1,1
59,0,0,20,15,40,52,0,0,1,1,1
56,0,0,12,7.3,50,52,0,0,1,1,1
56,1,0,12,8.5,40,52,0,0,1,1,1
60,0,0,20,38.9599,40,52,0,0,1,1,1
43,0,0,14,10.5,45,52,0,0,1,1,1
50,0,0,16,11,50,52,0,0,1,1,7
49,1,0,18,2.5,60,52,0,0,1,1,1
50,0,0,16,8,40,52,0,0,1,1,1
58,0,0,20,38.9599,40,52,0,0,1,1,1
36,0,0,12,7,70,52,0,0,1,1,1
